#2023/10 Number Pass = 76 (100.000%)
                               file                  time    pass    total5   exptime
            NUV20231026_004155.fits   2023/10/26T00:41:55       1        24      0.05
            NUV20231026_004206.fits   2023/10/26T00:42:06       1        77      1.03
            NUV20231026_004222.fits   2023/10/26T00:42:22       1       102      5.02
            NUV20231026_004301.fits   2023/10/26T00:43:01       1        99     30.02
            NUV20231026_004654.fits   2023/10/26T00:46:54       1        23      0.05
            NUV20231026_004704.fits   2023/10/26T00:47:04       1        85      1.02
            NUV20231026_004722.fits   2023/10/26T00:47:22       1       108      5.02
            NUV20231026_004802.fits   2023/10/26T00:48:02       1        90     30.02
            NUV20231026_005154.fits   2023/10/26T00:51:54       1        12      0.05
            NUV20231026_005204.fits   2023/10/26T00:52:04       1       202      1.02
            NUV20231026_005222.fits   2023/10/26T00:52:22       1        96      5.02
            NUV20231026_005301.fits   2023/10/26T00:53:01       1        82     30.02
            NUV20231026_005654.fits   2023/10/26T00:56:54       1        21      0.05
            NUV20231026_005704.fits   2023/10/26T00:57:04       1       103      1.02
            NUV20231026_005723.fits   2023/10/26T00:57:23       1        39      5.02
            NUV20231026_005802.fits   2023/10/26T00:58:02       1        95     30.02
            NUV20231026_010155.fits   2023/10/26T01:01:55       1         7      0.05
            NUV20231026_010205.fits   2023/10/26T01:02:05       1        46      1.02
            NUV20231026_010222.fits   2023/10/26T01:02:22       1       101      5.02
            NUV20231026_010302.fits   2023/10/26T01:03:02       1        91     30.02
            NUV20231026_010654.fits   2023/10/26T01:06:54       1        10      0.05
            NUV20231026_010705.fits   2023/10/26T01:07:05       1        70      1.02
            NUV20231026_010722.fits   2023/10/26T01:07:22       1       113      5.02
            NUV20231026_010801.fits   2023/10/26T01:08:01       1       127     30.02
            NUV20231026_011155.fits   2023/10/26T01:11:55       1        16      0.05
            NUV20231026_011205.fits   2023/10/26T01:12:05       1        45      1.02
            NUV20231026_011223.fits   2023/10/26T01:12:23       1       120      5.02
            NUV20231026_011303.fits   2023/10/26T01:13:03       1       131     30.02
            NUV20231026_011655.fits   2023/10/26T01:16:55       1        13      0.05
            NUV20231026_011704.fits   2023/10/26T01:17:04       1        60      1.02
            NUV20231026_011723.fits   2023/10/26T01:17:23       1       143      5.02
            NUV20231026_011800.fits   2023/10/26T01:18:00       1        98     30.02
            NUV20231026_012154.fits   2023/10/26T01:21:54       1        16      0.05
            NUV20231026_012205.fits   2023/10/26T01:22:05       1        61      1.02
            NUV20231026_012223.fits   2023/10/26T01:22:23       1       127      5.02
            NUV20231026_012303.fits   2023/10/26T01:23:03       1       123     30.02
            NUV20231026_012655.fits   2023/10/26T01:26:55       1         9      0.05
            NUV20231026_012705.fits   2023/10/26T01:27:05       1        69      1.02
            NUV20231026_012722.fits   2023/10/26T01:27:22       1       160      5.02
            NUV20231026_012801.fits   2023/10/26T01:28:01       1       107     30.02
            NUV20231026_013154.fits   2023/10/26T01:31:54       1        38      0.05
            NUV20231026_013205.fits   2023/10/26T01:32:05       1        80      1.02
            NUV20231026_013222.fits   2023/10/26T01:32:22       1        85      5.02
            NUV20231026_013300.fits   2023/10/26T01:33:00       1        87     30.02
            NUV20231026_013654.fits   2023/10/26T01:36:54       1        22      0.05
            NUV20231026_013705.fits   2023/10/26T01:37:05       1       109      1.02
            NUV20231026_013722.fits   2023/10/26T01:37:22       1       117      5.02
            NUV20231026_013802.fits   2023/10/26T01:38:02       1        89     30.02
            NUV20231026_014154.fits   2023/10/26T01:41:54       1        33      0.05
            NUV20231026_014205.fits   2023/10/26T01:42:05       1        79      1.02
            NUV20231026_014223.fits   2023/10/26T01:42:23       1        97      5.02
            NUV20231026_014302.fits   2023/10/26T01:43:02       1       107     30.02
            NUV20231026_014654.fits   2023/10/26T01:46:54       1         6      0.05
            NUV20231026_014705.fits   2023/10/26T01:47:05       1        75      1.02
            NUV20231026_014723.fits   2023/10/26T01:47:23       1       103      5.02
            NUV20231026_014801.fits   2023/10/26T01:48:01       1        92     30.02
            NUV20231026_015155.fits   2023/10/26T01:51:55       1        12      0.05
            NUV20231026_015205.fits   2023/10/26T01:52:05       1        56      1.02
            NUV20231026_015223.fits   2023/10/26T01:52:23       1       106      5.02
            NUV20231026_015302.fits   2023/10/26T01:53:02       1        83     30.02
            NUV20231026_015654.fits   2023/10/26T01:56:54       1         8      0.05
            NUV20231026_015705.fits   2023/10/26T01:57:05       1        47      1.02
            NUV20231026_015722.fits   2023/10/26T01:57:22       1       102      5.02
            NUV20231026_015802.fits   2023/10/26T01:58:02       1       112     30.02
            NUV20231026_020155.fits   2023/10/26T02:01:55       1        12      0.05
            NUV20231026_020204.fits   2023/10/26T02:02:04       1        60      1.02
            NUV20231026_020223.fits   2023/10/26T02:02:23       1        95      5.02
            NUV20231026_020302.fits   2023/10/26T02:03:02       1       102     30.02
            NUV20231026_020655.fits   2023/10/26T02:06:55       1         7      0.05
            NUV20231026_020704.fits   2023/10/26T02:07:04       1        40      1.02
            NUV20231026_020723.fits   2023/10/26T02:07:23       1        73      5.02
            NUV20231026_020803.fits   2023/10/26T02:08:03       1        71     30.02
            NUV20231026_021154.fits   2023/10/26T02:11:54       1        17      0.05
            NUV20231026_021204.fits   2023/10/26T02:12:04       1       110      1.02
            NUV20231026_021223.fits   2023/10/26T02:12:23       1        86      5.02
            NUV20231026_021302.fits   2023/10/26T02:13:02       1        43     30.02
