#2022/11 Number Pass = 62 (100.000%)
                               file                  time    pass    total5   exptime
            FUV20221123_133012.fits   2022/11/23T13:30:12       1         4      0.15
            FUV20221123_133020.fits   2022/11/23T13:30:20       1        57      1.02
            FUV20221123_133059.fits   2022/11/23T13:30:59       1       134      5.02
            FUV20221123_133206.fits   2022/11/23T13:32:06       1       151     30.02
            FUV20221123_133513.fits   2022/11/23T13:35:13       1         8      0.13
            FUV20221123_133529.fits   2022/11/23T13:35:29       1        60      1.02
            FUV20221123_133558.fits   2022/11/23T13:35:58       1       139      5.02
            FUV20221123_133705.fits   2022/11/23T13:37:05       1       137     30.02
            FUV20221123_134013.fits   2022/11/23T13:40:13       1         6      0.13
            FUV20221123_134023.fits   2022/11/23T13:40:23       1        35      1.03
            FUV20221123_134059.fits   2022/11/23T13:40:59       1       127      5.02
            FUV20221123_134205.fits   2022/11/23T13:42:05       1       123     30.02
            FUV20221123_134513.fits   2022/11/23T13:45:13       1        26      0.13
            FUV20221123_134529.fits   2022/11/23T13:45:29       1        75      1.02
            FUV20221123_134559.fits   2022/11/23T13:45:59       1       143      5.02
            FUV20221123_134706.fits   2022/11/23T13:47:06       1       118     30.02
            FUV20221123_135013.fits   2022/11/23T13:50:13       1        24      0.13
            FUV20221123_135029.fits   2022/11/23T13:50:29       1       136      1.02
            FUV20221123_135059.fits   2022/11/23T13:50:59       1       165      5.02
            FUV20221123_135206.fits   2022/11/23T13:52:06       1        78     30.02
            FUV20221123_135513.fits   2022/11/23T13:55:13       1        59      0.13
            FUV20221123_135529.fits   2022/11/23T13:55:29       1       124      1.02
            FUV20221123_135559.fits   2022/11/23T13:55:59       1       129      5.02
            FUV20221123_135706.fits   2022/11/23T13:57:06       1       106     30.02
            FUV20221123_140013.fits   2022/11/23T14:00:13       1        24      0.13
            FUV20221123_140029.fits   2022/11/23T14:00:29       1       128      1.02
            FUV20221123_140058.fits   2022/11/23T14:00:58       1       136      5.02
            FUV20221123_140205.fits   2022/11/23T14:02:05       1        78     30.02
            FUV20221123_140512.fits   2022/11/23T14:05:12       1        39      0.13
            FUV20221123_140520.fits   2022/11/23T14:05:20       1       117      1.02
            FUV20221123_140558.fits   2022/11/23T14:05:58       1       139      5.02
            FUV20221123_140707.fits   2022/11/23T14:07:07       1        90     30.02
            FUV20221123_141013.fits   2022/11/23T14:10:13       1         8      0.13
            FUV20221123_141020.fits   2022/11/23T14:10:20       1        72      1.02
            FUV20221123_141059.fits   2022/11/23T14:10:59       1       160      5.02
            FUV20221123_141206.fits   2022/11/23T14:12:06       1        84     30.02
            FUV20221123_141513.fits   2022/11/23T14:15:13       1         4      0.13
            FUV20221123_141520.fits   2022/11/23T14:15:20       1        52      1.02
            FUV20221123_141558.fits   2022/11/23T14:15:58       1       147      5.02
            FUV20221123_141706.fits   2022/11/23T14:17:06       1       149     30.02
            FUV20221123_142013.fits   2022/11/23T14:20:13       1         5      0.13
            FUV20221123_142029.fits   2022/11/23T14:20:29       1        57      1.02
            FUV20221123_142058.fits   2022/11/23T14:20:58       1       161      5.02
            FUV20221123_142206.fits   2022/11/23T14:22:06       1       143     30.02
            FUV20221123_142513.fits   2022/11/23T14:25:13       1        13      0.13
            FUV20221123_142529.fits   2022/11/23T14:25:29       1        86      1.02
            FUV20221123_142558.fits   2022/11/23T14:25:58       1       233      5.02
            FUV20221123_142705.fits   2022/11/23T14:27:05       1       166     30.02
            FUV20221123_143013.fits   2022/11/23T14:30:13       1         7      0.13
            FUV20221123_143029.fits   2022/11/23T14:30:29       1        85      1.02
            FUV20221123_143058.fits   2022/11/23T14:30:58       1       267      5.02
            FUV20221123_143207.fits   2022/11/23T14:32:07       1       159     30.02
            FUV20221123_143529.fits   2022/11/23T14:35:29       1        74      1.02
            FUV20221123_143558.fits   2022/11/23T14:35:58       1       230      5.02
            FUV20221123_143707.fits   2022/11/23T14:37:07       1       140     30.02
            FUV20221123_152353.fits   2022/11/23T15:23:53       1        16      0.13
            FUV20221123_152402.fits   2022/11/23T15:24:02       1        72      1.02
            FUV20221123_152421.fits   2022/11/23T15:24:21       1       161      5.02
            FUV20221123_152538.fits   2022/11/23T15:25:38       1        62     30.02
            FUV20221123_152856.fits   2022/11/23T15:28:56       1        76      0.13
            FUV20221123_152903.fits   2022/11/23T15:29:03       1       146      1.02
            FUV20221123_152920.fits   2022/11/23T15:29:20       1       157      5.02
