#2022/12 Number Pass = 72 (96.0000%)
                               file                  time    pass    total5   exptime
            FUV20221221_233754.fits   2022/12/21T23:37:54       1        54      0.14
            FUV20221221_233803.fits   2022/12/21T23:38:03       1        86      1.02
            FUV20221221_233830.fits   2022/12/21T23:38:30       1       137      5.02
            FUV20221221_233948.fits   2022/12/21T23:39:48       1       106     30.02
            FUV20221221_234255.fits   2022/12/21T23:42:55       1        28      0.13
            FUV20221221_234304.fits   2022/12/21T23:43:04       1       169      1.02
            FUV20221221_234331.fits   2022/12/21T23:43:31       1        87      5.02
            FUV20221221_234447.fits   2022/12/21T23:44:47       1        90     30.02
            FUV20221221_234750.fits   2022/12/21T23:47:50       1        44      0.19
            FUV20221221_234808.fits   2022/12/21T23:48:08       1        91      1.03
            FUV20221221_234830.fits   2022/12/21T23:48:30       1       137      5.02
            FUV20221221_234949.fits   2022/12/21T23:49:49       1       107     30.02
            FUV20221221_235255.fits   2022/12/21T23:52:55       1        79      0.15
            FUV20221221_235304.fits   2022/12/21T23:53:04       1       115      1.03
            FUV20221221_235332.fits   2022/12/21T23:53:32       1       103      5.02
            FUV20221221_235449.fits   2022/12/21T23:54:49       1        98     30.02
            FUV20221221_235758.fits   2022/12/21T23:57:58       1         7      0.18
            FUV20221221_235804.fits   2022/12/21T23:58:04       1       116      1.02
            FUV20221221_235830.fits   2022/12/21T23:58:30       1       199      5.02
            FUV20221221_235949.fits   2022/12/21T23:59:49       1       108     30.02
            FUV20221222_000256.fits   2022/12/22T00:02:56       1         9      0.13
            FUV20221222_000302.fits   2022/12/22T00:03:02       1        71      1.02
            FUV20221222_000331.fits   2022/12/22T00:03:31       1       197      5.02
            FUV20221222_000440.fits   2022/12/22T00:04:40       1       163     30.02
            FUV20221222_000754.fits   2022/12/22T00:07:54       1        11      0.13
            FUV20221222_000804.fits   2022/12/22T00:08:04       1        76      1.02
            FUV20221222_000830.fits   2022/12/22T00:08:30       1       262      5.02
            FUV20221222_000948.fits   2022/12/22T00:09:48       1       152     30.02
            FUV20221222_001256.fits   2022/12/22T00:12:56       1         8      0.13
            FUV20221222_001303.fits   2022/12/22T00:13:03       1        96      1.02
            FUV20221222_001330.fits   2022/12/22T00:13:30       0       288      5.02
            FUV20221222_001440.fits   2022/12/22T00:14:40       1       181     30.02
            FUV20221222_004913.fits   2022/12/22T00:49:13       1        26      0.13
            FUV20221222_004923.fits   2022/12/22T00:49:23       1        78      1.03
            FUV20221222_004941.fits   2022/12/22T00:49:41       1       178      5.02
            FUV20221222_005057.fits   2022/12/22T00:50:57       1       122     30.02
            FUV20221222_005414.fits   2022/12/22T00:54:14       1         5      0.13
            FUV20221222_005423.fits   2022/12/22T00:54:23       1        66      1.02
            FUV20221222_005440.fits   2022/12/22T00:54:40       1       185      5.02
            FUV20221222_005559.fits   2022/12/22T00:55:59       1       153     30.02
            FUV20221222_005914.fits   2022/12/22T00:59:14       1         7      0.14
            FUV20221222_005927.fits   2022/12/22T00:59:27       1        61      1.03
            FUV20221222_005940.fits   2022/12/22T00:59:40       1       175      5.02
            FUV20221222_010057.fits   2022/12/22T01:00:57       1       142     30.02
            FUV20221222_010410.fits   2022/12/22T01:04:10       1        51      0.19
            FUV20221222_010422.fits   2022/12/22T01:04:22       1        63      1.02
            FUV20221222_010440.fits   2022/12/22T01:04:40       1       154      5.02
            FUV20221222_010557.fits   2022/12/22T01:05:57       1       126     30.02
            FUV20221222_010913.fits   2022/12/22T01:09:13       1        11      0.13
            FUV20221222_010924.fits   2022/12/22T01:09:24       1        63      1.02
            FUV20221222_010940.fits   2022/12/22T01:09:40       1       141      5.02
            FUV20221222_011057.fits   2022/12/22T01:10:57       1       124     30.02
            FUV20221222_011417.fits   2022/12/22T01:14:17       1        42      0.17
            FUV20221222_011424.fits   2022/12/22T01:14:24       1       135      1.02
            FUV20221222_011441.fits   2022/12/22T01:14:41       1       143      5.02
            FUV20221222_011550.fits   2022/12/22T01:15:50       1        94     30.02
            FUV20221222_011917.fits   2022/12/22T01:19:17       1        39      0.18
            FUV20221222_011921.fits   2022/12/22T01:19:21       1       178      1.02
            FUV20221222_011940.fits   2022/12/22T01:19:40       1       175      5.02
            FUV20221222_012059.fits   2022/12/22T01:20:59       1        89     30.02
            FUV20221222_012416.fits   2022/12/22T01:24:16       1        30      0.13
            FUV20221222_012422.fits   2022/12/22T01:24:22       1       109      1.02
            FUV20221222_012440.fits   2022/12/22T01:24:40       1       130      5.02
            FUV20221222_012550.fits   2022/12/22T01:25:50       1        94     30.02
            FUV20221222_012916.fits   2022/12/22T01:29:16       1        59      0.14
            FUV20221222_012924.fits   2022/12/22T01:29:24       1       127      1.02
            FUV20221222_012940.fits   2022/12/22T01:29:40       1       163      5.02
            FUV20221222_013050.fits   2022/12/22T01:30:50       1        90     30.02
            FUV20221222_013419.fits   2022/12/22T01:34:19       1        21      0.16
            FUV20221222_013426.fits   2022/12/22T01:34:26       1       132      1.02
            FUV20221222_013440.fits   2022/12/22T01:34:40       1       204      5.02
            FUV20221222_013550.fits   2022/12/22T01:35:50       0        90     30.02
            FUV20221222_013913.fits   2022/12/22T01:39:13       0         4      0.13
            FUV20221222_013940.fits   2022/12/22T01:39:40       1       244      5.02
            FUV20221222_014050.fits   2022/12/22T01:40:50       1       149     30.02
