#2025/08 Number Pass = 76 (100.000%)
                               file                  time    pass    total5   exptime
            NUV20250827_141245.fits   2025/08/27T14:12:45       1        20      0.11
            NUV20250827_141259.fits   2025/08/27T14:12:59       1        27      1.03
            NUV20250827_141305.fits   2025/08/27T14:13:05       1        85      5.02
            NUV20250827_141354.fits   2025/08/27T14:13:54       1       120     30.02
            NUV20250827_141748.fits   2025/08/27T14:17:48       1         9      0.05
            NUV20250827_141758.fits   2025/08/27T14:17:58       1        44      1.02
            NUV20250827_141805.fits   2025/08/27T14:18:05       1        81      5.02
            NUV20250827_141854.fits   2025/08/27T14:18:54       1       111     30.02
            NUV20250827_142247.fits   2025/08/27T14:22:47       1        23      0.05
            NUV20250827_142258.fits   2025/08/27T14:22:58       1        34      1.02
            NUV20250827_142308.fits   2025/08/27T14:23:08       1        86      5.02
            NUV20250827_142355.fits   2025/08/27T14:23:55       1       105     30.02
            NUV20250827_142747.fits   2025/08/27T14:27:47       1        14      0.05
            NUV20250827_142758.fits   2025/08/27T14:27:58       1        67      1.02
            NUV20250827_142806.fits   2025/08/27T14:28:06       1        86      5.02
            NUV20250827_142856.fits   2025/08/27T14:28:56       1        70     30.02
            NUV20250827_143247.fits   2025/08/27T14:32:47       1        19      0.05
            NUV20250827_143258.fits   2025/08/27T14:32:58       1        72      1.02
            NUV20250827_143306.fits   2025/08/27T14:33:06       1        84      5.02
            NUV20250827_143355.fits   2025/08/27T14:33:55       1        49     30.02
            NUV20250827_143748.fits   2025/08/27T14:37:48       1         5      0.05
            NUV20250827_143758.fits   2025/08/27T14:37:58       1        79      1.02
            NUV20250827_143806.fits   2025/08/27T14:38:06       1        57      5.02
            NUV20250827_143856.fits   2025/08/27T14:38:56       1        80     30.02
            NUV20250827_144248.fits   2025/08/27T14:42:48       1        28      0.05
            NUV20250827_144258.fits   2025/08/27T14:42:58       1        44      1.02
            NUV20250827_144308.fits   2025/08/27T14:43:08       1       100      5.02
            NUV20250827_144356.fits   2025/08/27T14:43:56       1       110     30.02
            NUV20250827_144748.fits   2025/08/27T14:47:48       1        20      0.05
            NUV20250827_144758.fits   2025/08/27T14:47:58       1        54      1.02
            NUV20250827_144806.fits   2025/08/27T14:48:06       1       111      5.02
            NUV20250827_144855.fits   2025/08/27T14:48:55       1        58     30.02
            NUV20250827_145248.fits   2025/08/27T14:52:48       1        24      0.05
            NUV20250827_145258.fits   2025/08/27T14:52:58       1        70      1.02
            NUV20250827_145306.fits   2025/08/27T14:53:06       1        94      5.02
            NUV20250827_145355.fits   2025/08/27T14:53:55       1       100     30.02
            NUV20250827_145747.fits   2025/08/27T14:57:47       1         5      0.05
            NUV20250827_145758.fits   2025/08/27T14:57:58       1        50      1.02
            NUV20250827_145806.fits   2025/08/27T14:58:06       1        96      5.02
            NUV20250827_145854.fits   2025/08/27T14:58:54       1       119     30.02
            NUV20250827_150247.fits   2025/08/27T15:02:47       1         4      0.05
            NUV20250827_150258.fits   2025/08/27T15:02:58       1        42      1.02
            NUV20250827_150306.fits   2025/08/27T15:03:06       1       108      5.02
            NUV20250827_150355.fits   2025/08/27T15:03:55       1       123     30.02
            NUV20250827_150748.fits   2025/08/27T15:07:48       1         4      0.05
            NUV20250827_150758.fits   2025/08/27T15:07:58       1        40      1.02
            NUV20250827_150807.fits   2025/08/27T15:08:07       1       120      5.02
            NUV20250827_150854.fits   2025/08/27T15:08:54       1       127     30.02
            NUV20250827_151248.fits   2025/08/27T15:12:48       1        19      0.05
            NUV20250827_151258.fits   2025/08/27T15:12:58       1        50      1.02
            NUV20250827_151306.fits   2025/08/27T15:13:06       1       122      5.02
            NUV20250827_151353.fits   2025/08/27T15:13:53       1       114     30.02
            NUV20250827_151747.fits   2025/08/27T15:17:47       1         9      0.05
            NUV20250827_151758.fits   2025/08/27T15:17:58       1        54      1.02
            NUV20250827_151805.fits   2025/08/27T15:18:05       1       120      5.02
            NUV20250827_151855.fits   2025/08/27T15:18:55       1        61     30.02
            NUV20250827_152247.fits   2025/08/27T15:22:47       1        71      0.05
            NUV20250827_152258.fits   2025/08/27T15:22:58       1       243      1.02
            NUV20250827_152306.fits   2025/08/27T15:23:06       1       162      5.02
            NUV20250827_152355.fits   2025/08/27T15:23:55       1       105     30.02
            NUV20250827_152747.fits   2025/08/27T15:27:47       1        13      0.05
            NUV20250827_152758.fits   2025/08/27T15:27:58       1        83      1.02
            NUV20250827_152807.fits   2025/08/27T15:28:07       1        83      5.02
            NUV20250827_152856.fits   2025/08/27T15:28:56       1       126     30.02
            NUV20250827_153248.fits   2025/08/27T15:32:48       1        16      0.05
            NUV20250827_153258.fits   2025/08/27T15:32:58       1        78      1.02
            NUV20250827_153306.fits   2025/08/27T15:33:06       1        92      5.02
            NUV20250827_153353.fits   2025/08/27T15:33:53       1        95     30.02
            NUV20250827_153747.fits   2025/08/27T15:37:47       1        46      0.05
            NUV20250827_153758.fits   2025/08/27T15:37:58       1       170      1.02
            NUV20250827_153807.fits   2025/08/27T15:38:07       1       137      5.02
            NUV20250827_153856.fits   2025/08/27T15:38:56       1        85     30.02
            NUV20250827_154248.fits   2025/08/27T15:42:48       1        60      0.05
            NUV20250827_154258.fits   2025/08/27T15:42:58       1        70      1.02
            NUV20250827_154306.fits   2025/08/27T15:43:06       1        82      5.02
            NUV20250827_154355.fits   2025/08/27T15:43:55       1        83     30.02
