#2025/12 Number Pass = 71 (94.6667%)
                               file                  time    pass    total5   exptime
            NUV20251217_122147.fits   2025/12/17T12:21:47       1        65      0.05
            NUV20251217_122154.fits   2025/12/17T12:21:54       1       138      1.02
            NUV20251217_122202.fits   2025/12/17T12:22:02       1       189      5.02
            NUV20251217_122251.fits   2025/12/17T12:22:51       1       137     30.02
            NUV20251217_122644.fits   2025/12/17T12:26:44       1        11      0.05
            NUV20251217_122654.fits   2025/12/17T12:26:54       1       106      1.02
            NUV20251217_122702.fits   2025/12/17T12:27:02       1       114      5.02
            NUV20251217_122751.fits   2025/12/17T12:27:51       1       148     30.02
            NUV20251217_123144.fits   2025/12/17T12:31:44       1        42      0.05
            NUV20251217_123154.fits   2025/12/17T12:31:54       1       125      1.02
            NUV20251217_123203.fits   2025/12/17T12:32:03       0       314      5.02
            NUV20251217_123251.fits   2025/12/17T12:32:51       1       151     30.02
            NUV20251217_131049.fits   2025/12/17T13:10:49       1        13      0.11
            NUV20251217_131055.fits   2025/12/17T13:10:55       1        80      1.02
            NUV20251217_131111.fits   2025/12/17T13:11:11       0       292      5.02
            NUV20251217_131201.fits   2025/12/17T13:12:01       1       168     30.02
            NUV20251217_131544.fits   2025/12/17T13:15:44       1        23      0.05
            NUV20251217_131555.fits   2025/12/17T13:15:55       1        76      1.02
            NUV20251217_131613.fits   2025/12/17T13:16:13       1       245      5.02
            NUV20251217_131709.fits   2025/12/17T13:17:09       1       170     30.02
            NUV20251217_132044.fits   2025/12/17T13:20:44       1        18      0.05
            NUV20251217_132055.fits   2025/12/17T13:20:55       1        65      1.02
            NUV20251217_132112.fits   2025/12/17T13:21:12       1       144      5.02
            NUV20251217_132201.fits   2025/12/17T13:22:01       1       147     30.02
            NUV20251217_132544.fits   2025/12/17T13:25:44       1        12      0.05
            NUV20251217_132555.fits   2025/12/17T13:25:55       1       157      1.02
            NUV20251217_132613.fits   2025/12/17T13:26:13       1       123      5.02
            NUV20251217_132700.fits   2025/12/17T13:27:00       1       129     30.02
            NUV20251217_133044.fits   2025/12/17T13:30:44       1        16      0.05
            NUV20251217_133055.fits   2025/12/17T13:30:55       1        85      1.02
            NUV20251217_133113.fits   2025/12/17T13:31:13       1       127      5.02
            NUV20251217_133202.fits   2025/12/17T13:32:02       1       108     30.02
            NUV20251217_133544.fits   2025/12/17T13:35:44       1        18      0.05
            NUV20251217_133555.fits   2025/12/17T13:35:55       1        69      1.02
            NUV20251217_133611.fits   2025/12/17T13:36:11       1       197      5.02
            NUV20251217_133701.fits   2025/12/17T13:37:01       1        77     30.02
            NUV20251217_134044.fits   2025/12/17T13:40:44       1        35      0.05
            NUV20251217_134055.fits   2025/12/17T13:40:55       1       120      1.02
            NUV20251217_134113.fits   2025/12/17T13:41:13       1       126      5.02
            NUV20251217_134200.fits   2025/12/17T13:42:00       1        62     30.02
            NUV20251217_134544.fits   2025/12/17T13:45:44       1         9      0.05
            NUV20251217_134555.fits   2025/12/17T13:45:55       1        92      1.02
            NUV20251217_134612.fits   2025/12/17T13:46:12       1       189      5.02
            NUV20251217_134702.fits   2025/12/17T13:47:02       1       144     30.02
            NUV20251217_135044.fits   2025/12/17T13:50:44       1        10      0.05
            NUV20251217_135055.fits   2025/12/17T13:50:55       1        86      1.02
            NUV20251217_135112.fits   2025/12/17T13:51:12       1       219      5.02
            NUV20251217_135202.fits   2025/12/17T13:52:02       1       146     30.02
            NUV20251217_135544.fits   2025/12/17T13:55:44       1        10      0.05
            NUV20251217_135554.fits   2025/12/17T13:55:54       1        85      1.02
            NUV20251217_135613.fits   2025/12/17T13:56:13       1       271      5.02
            NUV20251217_135702.fits   2025/12/17T13:57:02       1       163     30.02
            NUV20251217_140044.fits   2025/12/17T14:00:44       1         5      0.05
            NUV20251217_140055.fits   2025/12/17T14:00:55       1       104      1.02
            NUV20251217_140113.fits   2025/12/17T14:01:13       1       253      5.02
            NUV20251217_140209.fits   2025/12/17T14:02:09       1       132     30.02
            NUV20251217_140544.fits   2025/12/17T14:05:44       1        14      0.05
            NUV20251217_140554.fits   2025/12/17T14:05:54       1       128      1.02
            NUV20251217_140611.fits   2025/12/17T14:06:11       0       337      5.02
            NUV20251217_140701.fits   2025/12/17T14:07:01       1       171     30.02
            NUV20251217_141044.fits   2025/12/17T14:10:44       1        11      0.05
            NUV20251217_141055.fits   2025/12/17T14:10:55       1       135      1.02
            NUV20251217_141113.fits   2025/12/17T14:11:13       1       241      5.02
            NUV20251217_141209.fits   2025/12/17T14:12:09       1       171     30.02
            NUV20251217_144744.fits   2025/12/17T14:47:44       1         5      0.05
            NUV20251217_144813.fits   2025/12/17T14:48:13       0       288      5.02
            NUV20251217_144902.fits   2025/12/17T14:49:02       1       169     30.02
            NUV20251217_145244.fits   2025/12/17T14:52:44       1        10      0.05
            NUV20251217_145255.fits   2025/12/17T14:52:55       1        71      1.02
            NUV20251217_145312.fits   2025/12/17T14:53:12       1       260      5.02
            NUV20251217_145400.fits   2025/12/17T14:54:00       1       171     30.02
            NUV20251217_145744.fits   2025/12/17T14:57:44       1        22      0.05
            NUV20251217_145755.fits   2025/12/17T14:57:55       1        69      1.02
            NUV20251217_145812.fits   2025/12/17T14:58:12       1       242      5.02
            NUV20251217_145909.fits   2025/12/17T14:59:09       1       158     30.02
