#2024/03 Number Pass = 76 (100.000%)
                               file                  time    pass    total5   exptime
            FUV20240314_020126.fits   2024/03/14T02:01:26       1         9      0.13
            FUV20240314_020148.fits   2024/03/14T02:01:48       1        52      1.02
            FUV20240314_020203.fits   2024/03/14T02:02:03       1       124      5.02
            FUV20240314_020310.fits   2024/03/14T02:03:10       1       116     30.02
            FUV20240314_020625.fits   2024/03/14T02:06:25       1         9      0.13
            FUV20240314_020644.fits   2024/03/14T02:06:44       1        65      1.02
            FUV20240314_020704.fits   2024/03/14T02:07:04       1       143      5.02
            FUV20240314_020810.fits   2024/03/14T02:08:10       1       119     30.02
            FUV20240314_021126.fits   2024/03/14T02:11:26       1        11      0.13
            FUV20240314_021144.fits   2024/03/14T02:11:44       1        61      1.02
            FUV20240314_021202.fits   2024/03/14T02:12:02       1       154      5.02
            FUV20240314_021311.fits   2024/03/14T02:13:11       1       119     30.02
            FUV20240314_021626.fits   2024/03/14T02:16:26       1        10      0.13
            FUV20240314_021646.fits   2024/03/14T02:16:46       1        76      1.03
            FUV20240314_021704.fits   2024/03/14T02:17:04       1       145      5.02
            FUV20240314_021810.fits   2024/03/14T02:18:10       1        90     30.02
            FUV20240314_022126.fits   2024/03/14T02:21:26       1        18      0.13
            FUV20240314_022146.fits   2024/03/14T02:21:46       1       112      1.03
            FUV20240314_022204.fits   2024/03/14T02:22:04       1       138      5.02
            FUV20240314_022310.fits   2024/03/14T02:23:10       1       100     30.02
            FUV20240314_022626.fits   2024/03/14T02:26:26       1        28      0.13
            FUV20240314_022646.fits   2024/03/14T02:26:46       1        79      1.03
            FUV20240314_022704.fits   2024/03/14T02:27:04       1       143      5.02
            FUV20240314_022810.fits   2024/03/14T02:28:10       1        94     30.02
            FUV20240314_023126.fits   2024/03/14T02:31:26       1         5      0.13
            FUV20240314_023144.fits   2024/03/14T02:31:44       1       100      1.02
            FUV20240314_023203.fits   2024/03/14T02:32:03       1       157      5.02
            FUV20240314_023310.fits   2024/03/14T02:33:10       1        85     30.02
            FUV20240314_023626.fits   2024/03/14T02:36:26       1        27      0.13
            FUV20240314_023644.fits   2024/03/14T02:36:44       1        92      1.02
            FUV20240314_023703.fits   2024/03/14T02:37:03       1       149      5.02
            FUV20240314_023810.fits   2024/03/14T02:38:10       1        92     30.02
            FUV20240314_024126.fits   2024/03/14T02:41:26       1        18      0.13
            FUV20240314_024146.fits   2024/03/14T02:41:46       1       123      1.03
            FUV20240314_024204.fits   2024/03/14T02:42:04       1        78      5.02
            FUV20240314_024310.fits   2024/03/14T02:43:10       1        91     30.02
            FUV20240314_024626.fits   2024/03/14T02:46:26       1        11      0.13
            FUV20240314_024644.fits   2024/03/14T02:46:44       1        51      1.02
            FUV20240314_024704.fits   2024/03/14T02:47:04       1       139      5.02
            FUV20240314_024811.fits   2024/03/14T02:48:11       1       125     30.02
            FUV20240314_025125.fits   2024/03/14T02:51:25       1         4      0.13
            FUV20240314_025144.fits   2024/03/14T02:51:44       1        46      1.02
            FUV20240314_025204.fits   2024/03/14T02:52:04       1       133      5.02
            FUV20240314_025311.fits   2024/03/14T02:53:11       1       114     30.02
            FUV20240314_025626.fits   2024/03/14T02:56:26       1        16      0.13
            FUV20240314_025646.fits   2024/03/14T02:56:46       1        42      1.03
            FUV20240314_025703.fits   2024/03/14T02:57:03       1       130      5.02
            FUV20240314_025811.fits   2024/03/14T02:58:11       1        91     30.02
            FUV20240314_030126.fits   2024/03/14T03:01:26       1         6      0.13
            FUV20240314_030146.fits   2024/03/14T03:01:46       1        74      1.03
            FUV20240314_030203.fits   2024/03/14T03:02:03       1       123      5.02
            FUV20240314_030310.fits   2024/03/14T03:03:10       1        99     30.02
            FUV20240314_030625.fits   2024/03/14T03:06:25       1        15      0.13
            FUV20240314_030646.fits   2024/03/14T03:06:46       1        57      1.03
            FUV20240314_030703.fits   2024/03/14T03:07:03       1       127      5.02
            FUV20240314_030810.fits   2024/03/14T03:08:10       1       110     30.02
            FUV20240314_031126.fits   2024/03/14T03:11:26       1        35      0.13
            FUV20240314_031146.fits   2024/03/14T03:11:46       1       110      1.03
            FUV20240314_031204.fits   2024/03/14T03:12:04       1        94      5.02
            FUV20240314_031310.fits   2024/03/14T03:13:10       1        82     30.02
            FUV20240314_031626.fits   2024/03/14T03:16:26       1        15      0.13
            FUV20240314_031646.fits   2024/03/14T03:16:46       1        84      1.03
            FUV20240314_031704.fits   2024/03/14T03:17:04       1       127      5.02
            FUV20240314_031810.fits   2024/03/14T03:18:10       1        75     30.02
            FUV20240314_032125.fits   2024/03/14T03:21:25       1        23      0.13
            FUV20240314_032146.fits   2024/03/14T03:21:46       1       101      1.03
            FUV20240314_032204.fits   2024/03/14T03:22:04       1        98      5.02
            FUV20240314_032311.fits   2024/03/14T03:23:11       1       105     30.02
            FUV20240314_032626.fits   2024/03/14T03:26:26       1        27      0.13
            FUV20240314_032646.fits   2024/03/14T03:26:46       1        58      1.03
            FUV20240314_032703.fits   2024/03/14T03:27:03       1       121      5.02
            FUV20240314_032810.fits   2024/03/14T03:28:10       1       110     30.02
            FUV20240314_033126.fits   2024/03/14T03:31:26       1        10      0.13
            FUV20240314_033146.fits   2024/03/14T03:31:46       1        74      1.03
            FUV20240314_033204.fits   2024/03/14T03:32:04       1       122      5.02
            FUV20240314_033310.fits   2024/03/14T03:33:10       1       103     30.02
