#2023/08 Number Pass = 150 (98.6842%)
                               file                  time    pass    total5   exptime
            FUV20230803_021354.fits   2023/08/03T02:13:54       1        62      0.13
            FUV20230803_021404.fits   2023/08/03T02:14:04       1        83      1.02
            FUV20230803_021432.fits   2023/08/03T02:14:32       1       147      5.02
            FUV20230803_021541.fits   2023/08/03T02:15:41       1        84     30.02
            FUV20230803_021855.fits   2023/08/03T02:18:55       1         4      0.13
            FUV20230803_021903.fits   2023/08/03T02:19:03       1       125      1.02
            FUV20230803_021932.fits   2023/08/03T02:19:32       1       148      5.02
            FUV20230803_022041.fits   2023/08/03T02:20:41       1        86     30.02
            FUV20230803_022356.fits   2023/08/03T02:23:56       1        23      0.13
            FUV20230803_022406.fits   2023/08/03T02:24:06       1        59      1.02
            FUV20230803_022432.fits   2023/08/03T02:24:32       1       114      5.02
            FUV20230803_022540.fits   2023/08/03T02:25:40       1       120     30.02
            FUV20230803_022857.fits   2023/08/03T02:28:57       1        48      0.13
            FUV20230803_022906.fits   2023/08/03T02:29:06       1       105      1.02
            FUV20230803_022932.fits   2023/08/03T02:29:32       1       104      5.02
            FUV20230803_023040.fits   2023/08/03T02:30:40       1        98     30.02
            FUV20230803_023356.fits   2023/08/03T02:33:56       1        10      0.13
            FUV20230803_023406.fits   2023/08/03T02:34:06       1       102      1.02
            FUV20230803_023432.fits   2023/08/03T02:34:32       1       137      5.02
            FUV20230803_023549.fits   2023/08/03T02:35:49       1       103     30.02
            FUV20230803_023856.fits   2023/08/03T02:38:56       1        11      0.13
            FUV20230803_023903.fits   2023/08/03T02:39:03       1        40      1.02
            FUV20230803_023932.fits   2023/08/03T02:39:32       1       108      5.02
            FUV20230803_024049.fits   2023/08/03T02:40:49       1       114     30.02
            FUV20230803_024356.fits   2023/08/03T02:43:56       1         4      0.13
            FUV20230803_024404.fits   2023/08/03T02:44:04       1        48      1.02
            FUV20230803_024432.fits   2023/08/03T02:44:32       1       100      5.02
            FUV20230803_024549.fits   2023/08/03T02:45:49       1       107     30.02
